번호,제목,저자,출판사,출판일
2,Trust in virtual organisations: a synthesis of the literature,"Young, J.",INDERSCIENCE,2008
3,Risk in virtual organisation: a case study,"Alawamleh, M.; Popplewell, K.",INDERSCIENCE,2012
4,Technology transfer virtual network: analysis within the Italian system of innovation,"Cariola, Monica",unknown,2004
5,Implementing global virtual teams to enhance cross-border transfer of knowledge in multinational enterprises: a resource-based view,"Araujo, A.L.",INDERSCIENCE,2009
6,Trust in virtual organisations: a synthesis of the literature,"Young, Judy",unknown,2008
7,Synthesizing affective virtual reality multicharacter experiences,"Mazumdar, Angshuman; Mousas, Christos","John Wiley & Sons, Ltd",2021
8,Technology transfer virtual network: analysis within the Italian system of innovation,"Cariola, M.; Coccia, M.",INDERSCIENCE,2003
9,Towards polite virtual agents using social reasoning techniques,"Lee, J.; Li, T.; Padget, J.","John Wiley & Sons, Ltd",2013
10,Interacting with virtual instructors: The effect of gender and years of study on the perception of in‐game instructors,"Cui, Dixuan; Whittinghill, David; Fukada, Atsushi; Mousas, Christos; Adamo, Nicoletta","John Wiley & Sons, Ltd",2021
11,Dynamic touch-enabled virtual palpation,"Chen, H.; Wu, W.; Sun, H.; Heng, P. A.","John Wiley & Sons, Ltd",2007
12,Populating semantic virtual environments,"Pelkey, C. D.; Allbeck, J. M.","John Wiley & Sons, Ltd",2014
13,Becoming a virtual organisation: a strategic approach,"Yen, David; Chou, David C.; Chen, Tim; Chen, Houn-Gee",unknown,2002
14,A novel virtual machine scheduling policy based on performance prediction model,"Dongbo Liu, Yongjian Li",INDERSCIENCE,2018
15,Use and Participation in Virtual Social Networks: A Theoretical Model,"Pagani, M.; Hofacker, C.",IGI Publishing,2010
16,Real‐time suturing simulation for virtual reality medical training,"Yu, Peng; Pan, Junjun; Qin, Hong; Hao, Aimin; Wang, Haipeng","John Wiley & Sons, Ltd",2020
17,Efficient modeling of numerous trees by introducing growth volume for real-time virtual ecosystems,"Kim, J.; Cho, H.","John Wiley & Sons, Ltd",2012
18,Extension of Validity Calculation to Moving Objects Within a Virtual Reality System Using Frame-to-Frame Coherence,"Duckstein, F.",JOHN WILEY & SONS LTD,1998
19,Eye fixations and electrodermal activity during low‐budget virtual reality embodiment,"Krogmeier, Claudia; Mousas, Christos","John Wiley & Sons, Ltd",2020
20,SharedWeb - A Shared Virtual Environment Over the World Wide Web,"Huang, J.-Y.",JOHN WILEY & SONS LTD,1998
21,I feel a moving crowd surrounds me: Exploring tactile feedback during immersive walking in a virtual crowd,"Koilias, Alexandros; Mousas, Christos; Anagnostopoulos, Christos‐Nikolaos","John Wiley & Sons, Ltd",2020
22,Visual Simulation of Botanical Trees based on Virtual Heliotropism and Dormancy Break,"Chiba, N.",JOHN WILEY & SONS LTD,1994
23,Using computer vision to simulate the motion of virtual agents,"Musse, S. R.; Jung, C. R.; Jacques, J. C.; Braun, A.","John Wiley & Sons, Ltd",2007
24,Getting Real About Virtual Worlds: A Review,"Gupta, M.; Jin, S.; Sanders, G.L.; Sherman, B.A.; Simha, A.",IGI Publishing,2012
25,Human walking animation based on foot reaction force in the three-dimensional virtual world,"Tsutsuguchi, K.",JOHN WILEY & SONS LTD,2000
26,Infrastructures for collaboration in virtual organisations,"Wognum, P. M.; Faber, E. C. C.",INDERSCIENCE,2002
27,Eyelid kinematics for virtual characters,"Steptoe, W.; Oyekoya, O.; Steed, A.","John Wiley & Sons, Ltd",2010
28,Design and evaluation of Elva: an embodied tour guide in an interactive virtual art gallery,"Yuan, X.; Chee, Y. S.",Wiley,2005
29,Determining personality traits of racing game players using the open racing car simulator: toward believable virtual drivers,"Possani‐Espinosa, Andre; Gutierrez‐Garcia, J. Octavio; Vargas Gordillo, Isaac","John Wiley & Sons, Ltd",2017
30,From 360° camera toward to virtual map app: Designing low‐cost pilot study,"Netek, Rostislav; Burian, Tomas; Macecek, Martin","John Wiley & Sons, Ltd",2020
31,Geometry-driven physical interaction between avatars and virtual environments,"Schmidl, H.; Lin, M. C.",Wiley,2004
32,Perceptually plausible formations for virtual conversers,"Ennis, C.; O'Sullivan, C.","John Wiley & Sons, Ltd",2012
33,Promoting trust in B2B virtual organisations through business and technological infrastructures,"Ignatiadis, I.; Svirskas, A.; Roberts, B.; Tarabanis, K.",INDERSCIENCE,2006
34,Interactive scenario generation for mission-based virtual training,"Luo, L.; Yin, H.; Cai, W.; Lees, M.; Zhou, S.","John Wiley & Sons, Ltd",2013
35,Perception of collisions between virtual characters,"Stüvel, Sybren A.; van der Stappen, A. Frank; Egges, Arjan","John Wiley & Sons, Ltd",2017
36,Guest editors introduction for the first three papers of this issue: advances in virtual reality software and technology,"Singh, G.; Lau, R. W.; Chrysanthou, Y.","John Wiley & Sons, Ltd",2007
37,A group‐based approach for gaze behavior of virtual crowds incorporating personalities,"Ağıl, Umut; Güdükbay, Uğur","John Wiley & Sons, Ltd",2018
38,Re-Visiting Democratic Pedagogy in the Context of Virtual Learning Communities,"Ozturk, H.T.",IGI Publishing,2012
39,A parsimonious model for locomotor in virtual agents based on dynamical coupling with the environment,"Zaldivar Pino, Angel; Gonzalez Bedia, Manuel; Seron Arbeloa, Francisco José","John Wiley & Sons, Ltd",2017
40,"Effects of information layout, screen size, and field of view on user performance in information-rich virtual environments","Polys, N. F.; Kim, S.; Bowman, D. A.","John Wiley & Sons, Ltd",2007
41,A shared augmented virtual environment for real‐time mixed reality applications,"Zhu, Yu; Li, Shiying; Luo, Xi; Zhu, Kang; Fu, Qiang; Chen, Xilin; Gong, Huixing; Yu, Jingyi","John Wiley & Sons, Ltd",2018
42,Exploitation of multiplayer interaction and development of virtual puppetry storytelling using gesture control and stereoscopic devices,"Liang, Hui; Chang, Jian; Deng, Shujie; Chen, Can; Tong, Ruofeng; Zhang, Jian Jun","John Wiley & Sons, Ltd",2017
43,A gesture control system for intuitive 3D interaction with virtual objects,"Manders, C.; Farbiz, F.; Yin, T. K.; Miaolong, Y.; Guan, C. G.","John Wiley & Sons, Ltd",2010
44,Asch conformity experiment using immersive virtual reality,"Kyrlitsias, Christos; Michael‐Grigoriou, Despina","John Wiley & Sons, Ltd",2018
45,The generic description and management of interaction between autonomous agents and objects in an informed virtual environment,"Badawi, M.; Donikian, S.","John Wiley & Sons, Ltd",2007
46,Simulation theory and anticipation for interactive virtual character in an uncertain world,"Buche, C.; Jeannin-Girardon, A.; De Loor, P.","John Wiley & Sons, Ltd",2011
47,Interactive animation of cloth-like objects in virtual reality,"Meyer, M.",JOHN WILEY & SONS LTD,2001
48,Dynamically populating large urban environments with ambient virtual humans,"Haciomeroglu, M.; Laycock, R. G.; Day, A. M.","John Wiley & Sons, Ltd",2008
49,Generation and visualization of emotional states in virtual characters,"Arellano, D.; Varona, J.; Perales, F. J.","John Wiley & Sons, Ltd",2008
50,The effects of virtual human's spatial and behavioral coherence with physical objects on social presence in AR,"Kim, Kangsoo; Maloney, Divine; Bruder, Gerd; Bailenson, Jeremy N.; Welch, Gregory F.","John Wiley & Sons, Ltd",2017
51,Simulating collective transport of virtual ants,"Guo, Shihui; Wang, Meili; Notman, Gabriel; Chang, Jian; Zhang, Jianjun; Liao, Minghong","John Wiley & Sons, Ltd",2017
52,A mechatronic approach to a virtual laboratory service on internet,"Cheng, Marvin H-M.; Chiu, George T-C.",Inderscience,2010
53,Proposition of a collaborative platform for virtual design studios,"Bouarfa, Hafida; Toubaline, Nesrine",Inderscience,2010
54,An Artificial Life Environment for Autonomous Virtual Agents with multi-senorial and multi-perceptive features,"Conde, T.; Thalmann, D.",Wiley,2004
55,The Role of Virtual Communities in the Customization of e-Services,"Karakostas, B.; Kardaras, D.; Zichova, A.",IGI Publishing,2010
56,An all-in-one efficient lane-changing model for virtual traffic,"Wang, H.; Mao, T.; Kang, X.; Wang, Z.","John Wiley & Sons, Ltd",2014
57,Fast and learnable behavioral and cognitive modeling for virtual character animation,"Dinerstein, J.; Egbert, P. K.; de Garis, H.; Dinerstein, N.",Wiley,2004
58,Brush2Model: Convolution surface‐based brushes for 3D modelling in head‐mounted display‐based virtual environments,"Zhu, Xiaoqiang; Song, Lei; You, Lihua; Zhu, Mengyao; Wang, Xiangyang; Jin, Xiaogang","John Wiley & Sons, Ltd",2017
59,EasyHome: an online virtual home decoration system,"Zhang, M.; Pan, Z.; Huang, X.; Xiang, N.; Wang, S.; Zhu, P.","John Wiley & Sons, Ltd",2014
60,Factors Impacting Effectiveness in Virtual Teams,"Bhat, Swati Kaul; Pande, Neerja; Ahuja, Vandana",IGI Publishing,2014
61,Cyber-Synchroaicity: A Theoretical Model for Bridging the Virtual and the Material,"Smith, J.",IGI Publishing,2013
62,The Effects of Community Characteristics and Member Retention of Virtual Communities,"Kang, K.; Shin, S.K.; Sanders, G.L.",IGI Publishing,2013
63,Customer trust in virtual environments in service sectors (a case study in Poland),"Matysiewicz, J.; Smyczek, S.",INDERSCIENCE,2008
64,Organising for networking and virtual teams - the effects of the legal environment,"Makinen, A.-M.; Hurmelinna-Laukkanen, P.; Hassan, A.",INDERSCIENCE,2008
65,Children's Social Participation in Virtual Worlds,"Tuukkanen, T.; Wilska, T.-A.; Iqbal, A.; Kankaanranta, M.",IGI Publishing,2013
66,Adaptive interactions in shared virtual environments for heterogeneous devices,"Kim, S. J.; Gil, K. J.; Kim, H.; Lim, S. B.; Kim, J. i.","John Wiley & Sons, Ltd",2010
67,EVRC: an economic-based virtual resource co-allocation middleware for clouds,Tienan Zhang,INDERSCIENCE,2018
68,Autonomous social gaze model for an interactive virtual character in real‐life settings,"Yumak, Zerrin; Brink, Bram; Egges, Arjan","John Wiley & Sons, Ltd",2017
69,MAVE: Maze‐based immersive virtual environment for new presence and experience,"Lee, Jiwon; Jeong, Kisung; Kim, Jinmo","John Wiley & Sons, Ltd",2017
70,Social Networking Tools in Virtual Reference,"Khan, Nadim Akhtar; Shafiq, Huma; Rizvi, Sabiha Zehra; Mushtaq, Samah",IGI Publishing,2015
71,A survey of interactive mesh-cutting techniques and a new method for implementing generalized interactive mesh cutting using virtual tools,"Bruyns, C. D.; Senger, S.; Menon, A.; Montgomery, K.; Wildermuth, S.; Boyle, R.",JOHN WILEY & SONS LTD,2002
72,Assistant agents to advice users in hybrid structured 3D virtual environments,"Almajano, P.; Lopez-Sanchez, M.; Rodriguez, I.; Trescak, T.","John Wiley & Sons, Ltd",2014
73,Hierarchical structures for collision checking between virtual characters,"Stvel, S. A.; Magnenat-Thalmann, N.; Thalmann, D.; Egges, A.; Stappen, A. F.","John Wiley & Sons, Ltd",2014
74,Investigating cultural aspects in the fundamental diagram using convolutional neural networks and virtual agent simulation,"Migon Favaretto, Rodolfo; Rosa dos Santos, Roberto; Raupp Musse, Soraia; Vilanova, Felipe; Brandelli Costa, Angelo","John Wiley & Sons, Ltd",2019
75,"Networked multiplayer cooperative interaction using decoupled motion control method in a shared virtual environment with haptic, visual and movement-feedback","Liu, G.; Lu, K.","John Wiley & Sons, Ltd",2013
76,The Current State and Future Potential of Virtual Worlds,"Artz, J.M.",IGI Publishing,2009
77,Developing REALSpace: Discourse on a Student-Centered Creative Knowledge Environment for Virtual Communities of Learning,"Hou, K.",IGI Publishing,2009
78,Audio‐driven emotional speech animation for interactive virtual characters,"Charalambous, Constantinos; Yumak, Zerrin; Stappen, A. Frank","John Wiley & Sons, Ltd",2019
79,Language learning with interactive virtual agent scenarios and speech recognition: Lessons learned,"Anderson, J.N.; Davidson, N.; Morton, H.; Jack, M.A.",INTERSCIENCE-WILEY,2008
80,Coherence aware GPU-based ray casting for virtual colonoscopy,"Lee, T. H.; Shin, Y. G.","John Wiley & Sons, Ltd",2009
81,A new assessment methodology for virtual reality surgical simulators,"Bayona, S. i.; Fernandez-Arroyo, J. M.; Bayona, P.; Pastor, L.","John Wiley & Sons, Ltd",2009
82,An Extensible Game Engine to Develop Animated Facial Avatars in 3D Virtual Environment,"Zarrad, Anis",IGI Publishing,2016
83,A comprehensive study of the affective and physiological responses induced by dynamic virtual reality environments,"Cebeci, Berk; Celikcan, Ufuk; Capin, Tolga K.","John Wiley & Sons, Ltd",2019
84,A model for social spatial behavior in virtual characters,"Karimaghalou, N.; Bernardet, U.; DiPaola, S.","John Wiley & Sons, Ltd",2014
85,The use of virtual reality in the training of professionals: with the example of firefighters,"Grabowski, Andrzej; Jach, Kamil","John Wiley & Sons, Ltd",2021
86,Effective knowledge transfer in virtual teams: linking contents and mechanisms,"Chai, Kah-Hin; Yap, Chee-Meng",unknown,2004
87,Interaction with proactive and reactive agents in box manipulation tasks in virtual environments,"Liu, Kuan‐Yu; Volonte, Matias; Hsu, Yu‐Chun; Babu, Sabarish V.; Wong, Sai‐Keung","John Wiley & Sons, Ltd",2019
88,Trust and the virtual environment: research and methodological considerations,"Connolly, Regina",unknown,2008
89,Organising for networking and virtual teams ? the effects of the legal environment,"Makinen, Anne-Mari; Hurmelinna-Laukkanen, Pia; Hassan, Amir",unknown,2008
90,Customer trust in virtual environments in service sectors (a case study in Poland),"Matysiewicz, Justyna; Smyczek, Slawomir",unknown,2008
91,Tracing Community Life Across Virtual Settlements,"Akoumianakis, D.",IGI Publishing,2010
92,Analysis of Students' Engagement and Activities in a Virtual Learning Community: A Social Network Methodology,"Daniel, B.K.; Schwier, R.A.",IGI Publishing,2010
93,A comparative study of awareness methods for peer-to-peer distributed virtual environments,"Rueda, S.; Morillo, P.; Orduna, J. M.","John Wiley & Sons, Ltd",2008
94,Language learning with interactive virtual agent scenarios and speech recognition: Lessons learned,"Anderson, J. N.; Davidson, N.; Morton, H.; Jack, M. A.","John Wiley & Sons, Ltd",2008
95,Some Research Challenges for Studies of Virtual Communities Using On-Line Tells,"Kimble, C.",IGI Publishing,2010
96,Managing Collaborative Research Networks: The Dual Life of a Virtual Community of Practice,"Dimitrova, D.; Koku, E.",IGI Publishing,2010
97,Managing barriers of virtual communication in global new product development projects,"Päivi Lohikoski, Jaakko Kujala, Harri Haapasalo, Janne Härkönen, Leena Ala-Mursula",INDERSCIENCE,2015
98,Trust and the virtual environment: research and methodological considerations,"Connolly, R.",INDERSCIENCE,2008
99,Development of a computational cognitive architecture for intelligent virtual character,"Liew, P. S.; Chin, C. L.; Huang, Z.","John Wiley & Sons, Ltd",2009
100,Emotional face expression profiles supported by virtual human ontology,"Garcia-Rojas, A.; Vexo, F.; Thalmann, D.; Raouzaiou, A.; Karpouzis, K.; Kollias, S.; Moccozet, L.; Magnenat-Thalmann, N.",Wiley,2006
1,WINVR09-720 From Virtual Reality to Tangible Virtuality: An Inventory of the Technological Challenges,"Horvath, I.; Rusak, Z.; de Smit, B.; Kooijman, A.; Opiyo, E.Z.","New York, N.Y.; American Society of Mechanical Engineers",2009
2,Virtual-Reality Monitoring,"Hoffman, H. G.;Hullfish, K. C.;Houston, S. J.",IEEE Computer Society Press,1995
3,Quantification of Adaptation to Virtual-Eye Location in See-Thru Head-Mounted Displays,"Rolland, J. P.;Biocca, F. A.;Barlow, T.;Kancherla, A.",IEEE Computer Society Press,1995
4,"Piazza virtuale: Service Area, a 3D user and communication interface","Heidersberger, B.",IDB Conferences and Seminars,1995
5,Hardware-accelerated dynamic clustering of virtual-crowd members,"Haciomeroglu, M.; Ozcan, C. Y.; Barut, O.; Seckin, L.; Sever, H.","John Wiley & Sons, Ltd",2013
6,The Virtual Palette and the Virtual Remote Control Panel: A Device and an Interaction Paradigm for the Responsive Workbench[TM],"Coquillart, S.; Wesche, G.",IEEE,1999
7,WINVR2011-5543 Virtual Reality Application in Case New Holland Product Development,"Monacelli, G.; Li, K.; Brokaw, A.","New York, N.Y.; American Society of Mechanical Engineers",2011
8,WINVR2011-5544 Optical-Mechanical Motion Capture System for Virtual Reality Applications,"Zaldivar-Colado, U.; Zaldivar-Colado, X.; Marmolejo-Rivas, C.; Murillo-Campos, D.; Leon-Sanchez, C.; Bernal-Guadiana, R.; Martinez-Tirado, C.","New York, N.Y.; American Society of Mechanical Engineers",2011
9,Employing Virtual Lecturers' Facial Expressions in Virtual Educational Environments,"Theonas, G.; Hobbs, D.; Rigas, D.",Hangzhou; Zhejiang University,2008
10,The Potential of Human Haptic Emotion as Technique for Virtual Human Characters Movement to Augment Interactivity in Virtual Reality Game,"Basori, A.H.; Daman, D.; Sunar, M.S.; Bade, A.",Hangzhou; Zhejiang University,2008
11,WINVR2011-5534 FunctionalDMU: Co-Simulation of Mechatronic Systems in a Virtual Environment,"Wagner, M.; Schneider, P.; Hinnerichs, A.; Bruder, T.; Stork, A.","New York, N.Y.; American Society of Mechanical Engineers",2011
12,Mind over Virtual Matter: Using Virtual Environments for Neurofeedback Training,"Allanson, J.; Mariani, J.",IEEE,1999
13,WINVR2011-5533 Comparing Different Visuo-Haptic Environments for Virtual Prototyping Applications,"Bruno, F.; Angilica, A.; Cosco, F.; Barbieri, L.; Muzzupappa, M.","New York, N.Y.; American Society of Mechanical Engineers",2011
14,WINVR2011-5531 Aspects Regarding Modular Road Design in Virtual Reality,"Vasiu, R.-V.; Brisan, C.","New York, N.Y.; American Society of Mechanical Engineers",2011
15,WINVR2011-5527 Effect of the Immersion Level of a Virtual Loader Simulator on the Sense of Presence,"Kuusisto, J.; Ellman, A.; Kaapu, T.; Tiainen, T.","New York, N.Y.; American Society of Mechanical Engineers",2011
16,WINVR2011-5535 Survey on Virtual Prototyping Technologies for Orthopedic Implants and Prosthesis Design,"Bandera, C.; Filippi, S.; Motyl, B.","New York, N.Y.; American Society of Mechanical Engineers",2011
17,Creating a Virtual Bridge to Reality: The Latest Uses of Virtual Reality for Mental Health,"Strickland, D.",IEEE Computer Society,1998
18,WINVR2011-5550 Virtual Prototyping Technique Applied to the Design of a Process Reciprocating Compressor,"Traversari, R.; Rossi, A.; Faretra, M.","New York, N.Y.; American Society of Mechanical Engineers",2011
19,WINVR2011-5557 A Virtual Human for Lower Limb Prosthesis Set-Up,"Colombo, G.; Facoetti, G.; Movigliatti, D.; Rizzi, C.","New York, N.Y.; American Society of Mechanical Engineers",2011
20,The Virtual Windtunnel: A High-Performance Virtual Reality Application,"Bryson, S.",IEEE,1993
21,WINVR2011-5583 Configuring Virtual Reality Displays in a Mixed-Reality Environment for LVC Training,"Newendorp, B.J.; Noon, C.; Holub, J.; Winer, E.H.; Gilbert, S.; de la Cruz, J.","New York, N.Y.; American Society of Mechanical Engineers",2011
22,WINVR2011-5563 Optimization of Manipulability in the Design of a Surgery Trainer Based on Virtual Reality,"Martin, J.S.; Trivino, G.","New York, N.Y.; American Society of Mechanical Engineers",2011
23,WINVR2011-5554 A Global Approach to the Design and Evaluation of Virtual Reality Medical Simulators,"Bayona, S.; Fernandez-Arroyo, J.M.; Bayona, P.; Martin, I.","New York, N.Y.; American Society of Mechanical Engineers",2011
24,WINVR2011-5584 Usefulness of Virtual 3D Modeling to Visualize the Effect of Uncertain Data in Groundwater Solute Transport,"Viswanathan, C.; Zhou, C.; Moreland, J.; Guo, S.","New York, N.Y.; American Society of Mechanical Engineers",2011
25,Physically Touching Virtual Objects Using Tactile Augmentation Enhances the Realism of Virtual Environments,"Hoffman, H. G.",IEEE Computer Society,1998
26,WINVR2011-5565 Human Brain Functional MRI and DTI Visualization With Virtual Reality,"Chen, B.; Moreland, J.; Zhang, J.","New York, N.Y.; American Society of Mechanical Engineers",2011
27,WINVR2011-5523 Do Observers Perceive Depth in Reaching Task Within Virtual Environments?,"Naceri, A.; Hoinville, T.; Chellali, R.; Ortiz, J.; Hennig, S.","New York, N.Y.; American Society of Mechanical Engineers",2011
28,WINVR2011-5522 An Immersive Virtual Environment for Varying Risk and Immersion for Effective Training,"Harter, D.; Lu, S.; Kotturu, P.; Pierce, D.","New York, N.Y.; American Society of Mechanical Engineers",2011
29,WINVR2011-5582 Comparison of Single-Wall Versus Multi-Wall Immersive Environments to Support a Virtual Shopping Experience,"Carlson, P.; Kirpes, C.; Pavlik, R.A.; Vance, J.M.; Yin, L.; Scott-Cooper, T.; Lambert, T.","New York, N.Y.; American Society of Mechanical Engineers",2011
30,WINVR2011-5580 Virtual Reality for Reverse Quality Management,"Fukuda, S.","New York, N.Y.; American Society of Mechanical Engineers",2011
31,WINVR2011-5570 A Conceptual Framework to Support Natural Interaction for Virtual Assembly Tasks,"Vance, J.M.; Dumont, G.","New York, N.Y.; American Society of Mechanical Engineers",2011
32,WINVR2011-5539 A Technique Based on Muscular Activation for Interacting With Virtual Environments,"Belluco, P.; Bordegoni, M.; Cugini, U.","New York, N.Y.; American Society of Mechanical Engineers",2011
33,WINVR2011-5514 Virtual Clay Modeling System Based on Aesthetic Curves,"Aoyama, H.; Kai, H.","New York, N.Y.; American Society of Mechanical Engineers",2011
34,WINVR2011-5564 Towards the Automatic Measurement of Human Performance in Virtual Environments for Industrial Safety,"Colombo, S.; Manca, D.; Brambilla, S.; Totaro, R.; Galvagni, R.","New York, N.Y.; American Society of Mechanical Engineers",2011
35,WINVR2011-5561 A Tactile Simulation Approach to Enhance Virtual Prototypes Interaction,"Mengoni, M.; Morichetti, P.; Peruzzini, M.; Germani, M.","New York, N.Y.; American Society of Mechanical Engineers",2011
36,WINVR2011-5512 A Semi-Automatic Modeling System for Quick Generation of Large Virtual Reality Models,"Guidi, G.; Micoli, L.L.","New York, N.Y.; American Society of Mechanical Engineers",2011
37,"Can a Shared Virtual Heritage Help Rebuild a Sense of Place? A Case Study in Virtual Heritage and Urban Renewal in Tucson, AZ","Gann, D.",IOS,2001
38,Tele-operated Construction Robot Using Virtual Reality (CG Presentation of Virtual Robot for Increasing Working Efficiency),"Yamada, H.",IOS,2000
39,The influence of a Virtual Body on presence in Immersive Virtual Environments,"Slater, M.;Usoh, M.",Meckler,1993
40,Avatars and Autonomous Virtual Humans in Virtual Environments,unknown,IEEE,2000
41,Virtual Locomotion System for Large-Scale Virtual Environment,"Bouguila, L.;Sato, M.",IEEE,2002
42,Virtual Reality Control Environments for Energy Distribution System,"Xu, F.;Stanton, N.;Roberts, T.;Ashleigh, M.",Centre for Virtual Environments,1999
43,WINVR2011-5526 Virtualization of Industrial Consumer Products for Haptic Interaction Design,"Ferrise, F.; Ambrogio, M.; Gatti, E.; Lizaranzu, J.; Bordegoni, M.","New York, N.Y.; American Society of Mechanical Engineers",2011
44,Development of a Virtual Instrument for Automatic Calibration of Anemometers,"Pena, F. L.;Eiroa, A. B.;Duro, R. J.",IEEE,2001
45,VR Juggler: A Virtual Platform for Virtual Reality Application Development,"Bierbaum, A.;Just, C.;Hartling, P.;Meinert, K.;Baker, A.;Cruz-Neira, C.",IEEE,2001
46,Digital Alternative Sinusoidal Current Waveform for Virtual Resistance Measurements,"Tarchanidis, K. N.;Koukourlis, C.",IEEE,2001
47,Software Design of Virtual Teammates and Virtual Opponents,"Waldern, J.",Mecklermedia,1994
48,Virtual Environment for Fast Development of Distributed Measurement Applications,"Bertocco, M.;Cappellazzo, S.;Carullo, A.;Parvis, M.;Vallan, A.",IEEE,2001
49,A Virtual Office Environment for Home Office Worker Based on 3D Virtual Space,"Honda, S.; Tomioka, H.; Kimura, T.; Ohsawa, T.",IEEE Computer Society,1997
50,WINVR2011-5541 Unified Modeling Language to Enhance the Specification of Discrete Event Systems for Virtual Reality Applications,"Radkowski, R.; Hilus, M.","New York, N.Y.; American Society of Mechanical Engineers",2011
51,WINVR2011-5518 Combining Product Information and Process Information to Build Virtual Assembly Situations for Knowledge Acquisition,"Madhusudanan, N.; Chakrabarti, A.","New York, N.Y.; American Society of Mechanical Engineers",2011
52,A Virtual Environment for EMC Testing,"Bertocco, M.;Offelli, C.;Sona, A.",IEEE,2001
53,Virtual Reality in Surgery: Surgery 2001 and Virtual Reality Surgical Simulator,"Satava, R. M.",Meckler,1993
54,WINVR2010-3758 Realistic Manipulation of Virtual Robot in Dynamic Virtual Environment,"Zaldivar-Colado, U.; Murillo-Campos, D.; Zaldivar-Colado, X.; Marmolejo-Riva, C.; Bernal-Guadiana, R.","New York, N.Y.; American Society of Mechanical Engineers",2010
55,The Virtual Library: Reflections on an Evolutionary Process,"Saunders, L. M.",Information Today,1999
56,Navigating Virtual Information Spaces: Individual Differences in Cognitive Maps,"Westerman, S. J.;Cribbin, T.",Centre for Virtual Environments,1999
57,Real-time Virtual Auditory Displays with Real-world Applications,"Rutherford, P.;Fernando, T.;Withington, D.",Centre for Virtual Environments,1999
58,A Virtual Environment Based User Interface for Teleoperation of a Robot Using the Internet,"Tan, J.;elousov, I. R.;Clapworthy, G.",Centre for Virtual Environments,1999
59,WINVR2010-3749 Software-Agent Supported Virtual Experimental Environment for Virtual Prototypes of Mechatronic Systems,"Radkowski, R.; Wassmann, H.","New York, N.Y.; American Society of Mechanical Engineers",2010
60,"The Evolving Virtual Library: A Vision, Through a Glass, Darkly","Keys, M.",Information Today,1999
61,Collaboration and Communication in Multi-User Virtual Environments,"xelsson, A.-S.;Abelin, A.;Heldal, I.;Nilsson, A.;Schroeder, R.;Widestrom, J.",Centre for Virtual Environments,1999
62,Activity Theory and Virtual Learning Environments,"Jeffs, A.;Whitelock, D.",Centre for Virtual Environments,1999
63,Usability Issues in Collaborative Virtual Office Applications,"Sayers, H. M.;Wilson, S.;Scott, T. M.;McNeill, M. D. J.",Centre for Virtual Environments,1999
64,A Scalable Audio Service for Collaborative Virtual Environments,"Radenkovic, M.;Greenhalgh, C.;Benford, S.",Centre for Virtual Environments,1999
65,Building and Supporting a Large-Scale Collaborative Virtual Environment,"Steed, A.;Frecon, E.",Centre for Virtual Environments,1999
66,"Towards the realization of a multi-perspective virtual design environment - the integration of design tools, methods, and virtual reality","Winsby, A. J.; Quayle, S. D.; Seward, D. W.","Bury St Edmunds:; Professional Engineering Pub.,",2003
67,A Technique for Manipulating Continuity of Experience in Networked Virtual Environments,"Marsh, J.;Pettifer, S.;West, A.",Centre for Virtual Environments,1999
68,Use of Immersive Interactive Virtual Reality Simulation in Training,"Sastry, L.;Boyd, D.",Centre for Virtual Environments,1999
69,Sheet Deformation Modelling within a Virtual Environment,"Mahal, B. S.;Clark, D. E. R.;Simmons, J. E. L.",Centre for Virtual Environments,1999
70,The Virtual Mail System,"Imai, T.; Johnson, A. E.; Leigh, J.; Pape, D. E.",IEEE,1999
71,The Virtual and Real Environments: Symbiosis,"Pelletier, F.",IEEE Computer Society,1997
72,Systematic Design of Interactive Illustration Techniques for User Guidance in Virtual Environments,"Paelke, V.",IEEE,2000
73,Virtual Society: Extending WWW to support a Multi-user Interactive Shared 3D Environment,"Honda, Y.; Matsuda, K.; Rekimoto, J.; Lea, R.",ACM,1995
74,Virtual Roller Coaster,"Shih, Z.-C.;Jaw, Y.-S.;Hsu, M.-L.",IEEE,2000
75,VR as Work Tool for Architectural &amp; Archaeological Restoration: The Ancient Appian Way 3D Web Virtual GIS,"Gaiani, M.;Gamberini, E.;Tonelli, G.",IOS,2001
76,Multimodal Menu Presentation and Selection in Immersive Virtual Environments,"Kim, N.;Kim, G. J.;Park, C.-M.;Lee, I.;Lim, S. H.",IEEE,2000
77,Virtual Drama as a Learning Medium: The Caracol Time Travel Project,"Moshell, J. M.;Hughes, C. E.;Reed, D.;Chase, D. Z.;Chase, A.",IEEE,2000
78,Real-Time Animation of King Ashur-nasir-pal II(883-859 BC) in the Virtual Recreated Northwest Palace,"Kim, Y.;Kesavadas, T.;Paley, S.;Sanders, D.",IOS,2001
79,An Architecture for Collaboration in Virtual Environments,"Shirmohammadi, S.;Georganas, N. D.",IEEE,2000
80,Evaluation of a Virtual Reality System for Medicine,"Oyama, H.; Wakao, F.",IEEE Computer Society,1997
81,"Virtual Heritage System: Modeling, Database &amp; Presentation","Kwon, Y.-M.;Kim, I.-J.;Ahn, S.;Ko, H.;Kim, H.-G.",IOS,2001
82,Virtual Fekete Point Configurations: A Case Study in Perturbing Complex Systems,"van Liere, R.;Mulder, J.;Frank, J.;de Swart, J.",IEEE,2000
